487	2005	12	5	30921109	30072329	7989.63	8838.9	0
488	2009	4	17	30961809	30385031	1785.96	8495.51	0
489	2022	1	2	30409617	30296025	4705.72	7133.76	0
490	2006	3	21	30990353	30097300	9662.05	1283.55	1
491	2023	6	22	30954471	30450159	6796.45	8212.36	0
492	2010	9	24	30920918	30752014	238.33	8786.02	0
493	2001	11	2	30534078	30269981	4027.59	3917.78	1
494	2008	1	28	30043283	30058820	4279.01	3581.31	1
495	2011	5	5	30924714	30290681	1521.43	8947.04	0
496	2000	9	19	30349347	30142400	5047.36	7973.49	0
497	2015	4	26	30140142	30014178	8864.47	319.92	1
498	2012	5	21	30607815	30307889	280.72	511.1	0
499	2019	4	20	30293690	30166951	3539.83	5201.13	0
500	2002	11	22	30156939	30950267	9444.24	3794.44	1
